series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
5,1,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,stayed in,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
5,1,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",9,stayed in,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
5,1,Iain,Watters,31,Construction Engineer,London/Belfast,4,stayed in,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
5,1,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",12,stayed in,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
5,1,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",6,stayed in,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
5,1,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",7,stayed in,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
5,1,Martha,Collison,17,Student,"Ascot, Berkshire",2,stayed in,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
5,1,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",11,stayed in,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
5,1,Richard,Burr,38,Builder,"Mill Hill, London",10,stayed in,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
5,1,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",8,Eliminated,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
5,1,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,Star Baker,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
5,2,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",8,stayed in,Fenugreek and Carom Crackers,Day On The Beach
5,2,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,stayed in,Parmesan Triangles,"Express, First Class"
5,2,Iain,Watters,31,Construction Engineer,London/Belfast,11,stayed in,Za'atar and Fig Biscuits,Wild West Scene
5,2,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",6,stayed in,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
5,2,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",4,stayed in,Parmesan and Apple Biscuits,Tea Time
5,2,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",3,stayed in,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
5,2,Martha,Collison,17,Student,"Ascot, Berkshire",5,stayed in,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
5,2,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,stayed in,Fennel and Rye Thins,Hansel and Gretel Scene
5,2,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",10,stayed in,Farthing Biscuits,Zulu Boats at Dawn
5,2,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",9,Eliminated,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
5,2,Richard,Burr,38,Builder,"Mill Hill, London",1,Star Baker,Rosemary Seeded Crackers,Pirates!
5,2,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,3,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",8,stayed in,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf
5,3,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,stayed in,Rustic Picnic Rolls,Sharing Savoury Pinwheel
5,3,Iain,Watters,31,Construction Engineer,London/Belfast,9,stayed in,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
5,3,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",1,stayed in,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
5,3,Martha,Collison,17,Student,"Ascot, Berkshire",3,stayed in,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
5,3,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,stayed in,Cider and Walnut Crusty Rolls,'Full English' Stromboli
5,3,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",4,stayed in,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
5,3,Richard,Burr,38,Builder,"Mill Hill, London",6,stayed in,Rye and Cranberry Rolls,Pesto Pinwheel
5,3,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",10,Eliminated,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
5,3,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",2,Star Baker,Opposites Attract Rolls,Roscón de Reyes
5,3,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,3,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,4,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",3,stayed in,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
5,4,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",9,stayed in,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
5,4,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",7,stayed in,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
5,4,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",2,stayed in,Pears in Puddings,Bakewell Alaska
5,4,Martha,Collison,17,Student,"Ascot, Berkshire",1,stayed in,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
5,4,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,stayed in,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
5,4,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",8,stayed in,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
5,4,Iain,Watters,31,Construction Engineer,London/Belfast,6,Eliminated,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
5,4,Richard,Burr,38,Builder,"Mill Hill, London",5,Star Baker,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
5,4,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,4,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,4,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,5,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",2,stayed in,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies
5,5,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",6,stayed in,Tropical Manchester Tart,Four Fruity Seasons Tower
5,5,Martha,Collison,17,Student,"Ascot, Berkshire",1,stayed in,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
5,5,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,stayed in,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
5,5,Richard,Burr,38,Builder,"Mill Hill, London",7,stayed in,Fig and Orange Tart,Three Course Autumn Pie Feast
5,5,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,Eliminated,Tarte au Citron,Pieful Tower
5,5,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",3,Star Baker,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
5,5,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,withdrew,NA,NA
5,5,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,5,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,5,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,5,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,6,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,stayed in,NA,NA
5,6,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",6,stayed in,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
5,6,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",3,stayed in,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
5,6,Martha,Collison,17,Student,"Ascot, Berkshire",4,stayed in,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
5,6,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,stayed in,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
5,6,Richard,Burr,38,Builder,"Mill Hill, London",5,stayed in,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
5,6,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",2,Star Baker,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
5,6,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,6,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,6,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,6,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,6,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
5,7,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",6,stayed in,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs
5,7,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,stayed in,NA,NA
5,7,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,stayed in,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
5,7,Martha,Collison,17,Student,"Ascot, Berkshire",3,stayed in,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
5,7,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,stayed in,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
5,7,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",4,Eliminated,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
5,7,Richard,Burr,38,Builder,"Mill Hill, London",1,Star Baker,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
5,7,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,7,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,7,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,7,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,7,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
5,8,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",1,stayed in,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts
5,8,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,stayed in,NA,NA
5,8,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",2,stayed in,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
5,8,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,stayed in,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
5,8,Martha,Collison,17,Student,"Ascot, Berkshire",5,Eliminated,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
5,8,Richard,Burr,38,Builder,"Mill Hill, London",4,Star Baker,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
5,8,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,8,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,8,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,8,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,8,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
5,8,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
5,9,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,stayed in,NA,NA
5,9,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",1,stayed in,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
5,9,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,stayed in,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
5,9,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",4,Eliminated,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
5,9,Richard,Burr,38,Builder,"Mill Hill, London",2,Star Baker,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
5,9,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,9,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,9,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,9,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,9,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
5,9,Martha,Collison,17,Student,"Ascot, Berkshire",NA,NA,NA,NA
5,9,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
5,10,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,stayed in,NA,NA
5,10,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",2,Series Runner up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
5,10,Richard,Burr,38,Builder,"Mill Hill, London",3,Series Runner up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
5,10,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,Series Winner,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
5,10,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",NA,NA,NA,NA
5,10,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
5,10,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
5,10,Iain,Watters,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
5,10,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
5,10,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
5,10,Martha,Collison,17,Student,"Ascot, Berkshire",NA,NA,NA,NA
5,10,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
6,1,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",2,stayed in,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau
6,1,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",5,stayed in,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
6,1,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,stayed in,Blood Orange Madeira Cake,Black Forest Gâteau
6,1,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",8,stayed in,Somewhere West of Madeira Cake,Black Forest Cherry Tree
6,1,Mat,Riley,37,Fire fighter,London,7,stayed in,Gin and Tonic Madeira Cake,Black Forest Gateau
6,1,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,12,stayed in,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
6,1,Paul,Jagger,49,Prison governor,"Swansea, Wales",10,stayed in,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
6,1,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",9,stayed in,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
6,1,Tamal,Ray,29,Trainee anaesthetist,Manchester,4,stayed in,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
6,1,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,stayed in,Lemon and Thyme Madeira Cake,Falling Cup Gâteau
6,1,Stu,Henshall,35,Professional musician,"Guildford, Surrey",11,Eliminated,Marley Madeira Cake,Purple Forest Gâteau
6,1,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",3,Star Baker,Zingy Citrus Madeira Cake,A Walk in the Black Forest
6,2,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,stayed in,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps
6,2,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",1,stayed in,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
6,2,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,stayed in,Wedding Biscotti,Honey and Earl Grey Tea Box
6,2,Mat,Riley,37,Fire fighter,London,5,stayed in,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
6,2,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,9,stayed in,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
6,2,Paul,Jagger,49,Prison governor,"Swansea, Wales",10,stayed in,"Chocolate, Hazelnut and Fig Biscotti",Memory Box
6,2,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",4,stayed in,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
6,2,Tamal,Ray,29,Trainee anaesthetist,Manchester,8,stayed in,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
6,2,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",7,stayed in,White Wine Biscotti,Baby Climbing into the Cookie Box
6,2,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",11,Eliminated,Biscotti Italiano,Russian Box
6,2,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,Star Baker,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
6,2,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,3,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",4,stayed in,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia
6,3,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,stayed in,Fig and Hazelnut Rye Breads,Herb Couture
6,3,Mat,Riley,37,Fire fighter,London,8,stayed in,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
6,3,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,9,stayed in,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
6,3,Paul,Jagger,49,Prison governor,"Swansea, Wales",10,stayed in,Cranberry and Orange Sweet Soda Breads,King of the Jungle
6,3,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",7,stayed in,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
6,3,Tamal,Ray,29,Trainee anaesthetist,Manchester,3,stayed in,"Fig, Cheese and Walnut Breads",Breadcycle
6,3,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,stayed in,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
6,3,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,Eliminated,Walnut and Stilton Soda Breads,Unmade Bread
6,3,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,Star Baker,Wild Garlic Pesto Soda Breads,Flour Power
6,3,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,3,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,4,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",9,stayed in,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes
6,4,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,stayed in,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
6,4,Mat,Riley,37,Fire fighter,London,7,stayed in,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
6,4,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,8,stayed in,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
6,4,Paul,Jagger,49,Prison governor,"Swansea, Wales",1,stayed in,Almond Crème Brûlées,Berry Cheesecake Tower
6,4,Tamal,Ray,29,Trainee anaesthetist,Manchester,5,stayed in,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
6,4,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,stayed in,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
6,4,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,Eliminated,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
6,4,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",4,Star Baker,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
6,4,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,4,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,4,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,5,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",8,stayed in,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
6,5,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,stayed in,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
6,5,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,stayed in,Honey and Flowers Cake,Dessert Island
6,5,Mat,Riley,37,Fire fighter,London,4,stayed in,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
6,5,Paul,Jagger,49,Prison governor,"Swansea, Wales",2,stayed in,Carrot & Pecan Cake,Dessert Island Getaway
6,5,Tamal,Ray,29,Trainee anaesthetist,Manchester,7,stayed in,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
6,5,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,Eliminated,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
6,5,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,1,Star Baker,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
6,5,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,5,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,5,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,5,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,6,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,stayed in,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
6,6,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,stayed in,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
6,6,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,4,stayed in,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
6,6,Paul,Jagger,49,Prison governor,"Swansea, Wales",5,stayed in,Christmas Frangipane Tart,Savoury and Sweet Bouchées
6,6,Tamal,Ray,29,Trainee anaesthetist,Manchester,7,stayed in,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
6,6,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,Eliminated,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
6,6,Mat,Riley,37,Fire fighter,London,1,Star Baker,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
6,6,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,6,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,6,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,6,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,6,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
6,7,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,stayed in,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
6,7,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,stayed in,Roadkill Pie,Victoria's Crown Charlotte Russe
6,7,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,1,stayed in,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
6,7,Paul,Jagger,49,Prison governor,"Swansea, Wales",2,stayed in,Not a Boaring Pie,Charlotte Rose
6,7,Mat,Riley,37,Fire fighter,London,6,Eliminated,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
6,7,Tamal,Ray,29,Trainee anaesthetist,Manchester,3,Star Baker,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
6,7,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
6,7,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,7,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,7,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,7,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,7,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
